"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3909","Search by City Name","chromium","Tue Apr 01 12:03:03 WEST 2025","passed","Tue Apr 01 12:03:07 WEST 2025","Search properties for sale","searchPropertiesForSale.spec.js","",""
